"","country_code","age","gender","rural","dem_education_level","dem_full_time_job","dem_has_children","awareness","vote","effect","age_group","pro_anxiety","pro_equality","pro_indep","pro_solidarity","pro_bureau","pro_volunteer","pro_none","con_expensive","con_stopworking","con_foreigners","con_merit","con_need","con_dependence","con_none","pro_count","con_count"
"1","AT",61,"male","rural","no","no","no","I know something about it","I would not vote","None of the above","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"2","AT",57,"male","urban","high","yes","yes","I understand it fully","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
"3","AT",32,"male","urban",NA,"no","no","I have heard just a little about it","I would not vote","‰Û_ gain additional skills","26_39",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"4","AT",45,"male","rural","high","yes","yes","I have heard just a little about it","I would probably vote for it","‰Û_ work less","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0
"5","AT",41,"female","urban","high","yes","yes","I have heard just a little about it","I would probably vote for it","None of the above","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3
"6","AT",26,"female","rural","high","yes","no","I understand it fully","I would vote against it","A basic income would not affect my work choices","26_39",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,3
"7","AT",26,"female","urban","medium","no","no","I know something about it","I would probably vote for it","‰Û_ work as a freelancer","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,3
"8","AT",47,"male","urban","medium","yes","no","I know something about it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,4
"9","AT",34,"female","urban","medium","yes","no","I have heard just a little about it","I would probably vote for it","None of the above","26_39",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,2
"10","AT",22,"female","urban","no","no","yes","I understand it fully","I would vote for it","‰Û_ do more volunteering work","14_25",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"11","AT",49,"male","urban","high","yes","no","I know something about it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,3
"12","AT",58,"male","urban","medium","no","yes","I know something about it","I would probably vote for it","‰Û_ stop working","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3
"13","AT",25,"female","urban","low","yes","no","I have never heard of it","I would probably vote for it","‰Û_ gain additional skills","14_25",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,4
"14","AT",40,"male","rural","medium","no","yes","I have heard just a little about it","I would vote for it","A basic income would not affect my work choices","40_65",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2
"15","AT",37,"male","rural","medium","no","no","I know something about it","I would probably vote for it","‰Û_ gain additional skills","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4
"16","AT",48,"male","urban","medium","yes","yes","I know something about it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"17","AT",31,"male","rural","low","no","yes","I know something about it","I would vote against it","‰Û_ stop working","26_39",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"18","AT",26,"female","urban","high","no","no","I know something about it","I would probably vote for it","‰Û_ work as a freelancer","26_39",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,4
"19","AT",17,"female","urban","low","no","no","I have never heard of it","I would probably vote against it","‰Û_ gain additional skills","14_25",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4
"20","AT",34,"male","rural","medium","yes","yes","I have heard just a little about it","I would probably vote against it","None of the above","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,4
"21","AT",27,"male","urban","low","yes","yes","I have heard just a little about it","I would vote for it","‰Û_ gain additional skills","26_39",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"22","AT",40,"male","urban","medium","yes","yes","I understand it fully","I would probably vote against it","‰Û_ gain additional skills","40_65",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,6
"23","AT",15,"female","urban","no","no","no","I have heard just a little about it","I would probably vote for it","‰Û_ do more volunteering work","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"24","AT",25,"female","rural",NA,"yes","no","I know something about it","I would vote for it","A basic income would not affect my work choices","14_25",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6,1
"25","AT",27,"male","rural","high","yes","no","I understand it fully","I would probably vote against it","A basic income would not affect my work choices","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1
"26","AT",35,"female","urban","medium","no","yes","I know something about it","I would probably vote for it","A basic income would not affect my work choices","26_39",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
"27","AT",48,"male","rural","medium","yes","no","I have never heard of it","I would probably vote against it","A basic income would not affect my work choices","40_65",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
"28","AT",51,"male","rural","low","no","yes","I know something about it","I would probably vote against it","‰Û_ spend more time with my family","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2,5
"29","AT",28,"female","rural","medium","no","yes","I know something about it","I would probably vote against it","‰Û_ gain additional skills","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,6
"30","AT",40,"male","rural",NA,"yes","yes","I have never heard of it","I would vote for it","‰Û_ work less","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"31","AT",17,"male","rural","low","no","no","I know something about it","I would probably vote for it","A basic income would not affect my work choices","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2
"32","AT",35,"female","urban","high","yes","no","I know something about it","I would probably vote against it","A basic income would not affect my work choices","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3
"33","AT",25,"male","urban","medium","no","no","I know something about it","I would probably vote against it","‰Û_ spend more time with my family","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1
"34","AT",42,"male","urban","high","yes","no","I understand it fully","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,1
"35","AT",37,"male","rural","low","yes","yes","I have heard just a little about it","I would probably vote against it","‰Û_ do more volunteering work","26_39",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"36","AT",22,"female","rural","medium","yes","no","I have heard just a little about it","I would probably vote against it","‰Û_ work less","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"37","AT",45,"female","urban","high","yes","no","I know something about it","I would probably vote for it","‰Û_ do more volunteering work","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1
"38","AT",31,"male","rural","low","no","no","I have heard just a little about it","I would vote against it","A basic income would not affect my work choices","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,4
"39","AT",47,"male","rural","low","yes","yes","I understand it fully","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1
"40","AT",33,"male","urban","high","no","yes","I know something about it","I would probably vote for it","‰Û_ gain additional skills","26_39",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6,5
"41","AT",64,"female","rural","low","no","yes","I have heard just a little about it","I would probably vote against it","None of the above","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,3
"42","AT",26,"male","urban","medium","no","no","I have heard just a little about it","I would probably vote against it","‰Û_ gain additional skills","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3
"43","AT",38,"female","rural","low","yes","no","I have never heard of it","I would not vote","None of the above","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"44","AT",35,"female","rural","high","no","yes","I have heard just a little about it","I would probably vote for it","‰Û_ spend more time with my family","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1
"45","AT",55,"male","urban","high","yes","no","I know something about it","I would vote against it","‰Û_ work less","40_65",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,6
"46","AT",41,"male","rural","low","no","no","I know something about it","I would not vote","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1
"47","AT",26,"male","urban","high","yes","no","I know something about it","I would probably vote for it","‰Û_ gain additional skills","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2
"48","AT",48,"female","rural","high","yes","no","I understand it fully","I would vote for it","A basic income would not affect my work choices","40_65",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5,0
"49","AT",40,"male","urban","medium","yes","yes","I understand it fully","I would vote against it","None of the above","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0,6
"50","AT",64,"male","urban","medium","no","yes","I understand it fully","I would probably vote for it","‰Û_ work less","40_65",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5,4
"51","AT",24,"male","urban","high","no","no","I have heard just a little about it","I would vote against it","A basic income would not affect my work choices","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,5
"52","AT",15,"female","rural","low","no","no","I have heard just a little about it","I would probably vote for it","‰Û_ spend more time with my family","14_25",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2
"53","AT",49,"male","rural",NA,"yes","yes","I know something about it","I would probably vote for it","‰Û_ spend more time with my family","40_65",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"54","AT",23,"male","rural","low","yes","no","I understand it fully","I would vote for it","A basic income would not affect my work choices","14_25",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2
"55","AT",36,"male","urban","medium","no","no","I know something about it","I would vote for it","A basic income would not affect my work choices","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,3
"56","AT",46,"female","rural",NA,"no","yes","I know something about it","I would probably vote for it","None of the above","40_65",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,4
"57","AT",27,"male","rural","low","no","no","I understand it fully","I would vote for it","‰Û_ work less","26_39",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"58","AT",26,"male","urban",NA,"no","no","I have heard just a little about it","I would vote for it","‰Û_ do more volunteering work","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1
"59","AT",18,"male","rural","medium","yes","no","I have heard just a little about it","I would vote against it","‰Û_ look for a different job","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3
"60","AT",28,"female","urban","low","yes","no","I have heard just a little about it","I would probably vote for it","A basic income would not affect my work choices","26_39",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2
"61","AT",35,"female","rural","high","no","yes","I have heard just a little about it","I would probably vote against it","A basic income would not affect my work choices","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,3
"62","AT",44,"female","rural","low","yes","yes","I have never heard of it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2
"63","AT",25,"female","rural","low","yes","no","I know something about it","I would probably vote against it","‰Û_ spend more time with my family","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,4
"64","AT",15,"male","urban",NA,"no","no","I have never heard of it","I would not vote","None of the above","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"65","AT",20,"male","urban","low","no","no","I know something about it","I would vote for it","‰Û_ gain additional skills","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"66","AT",47,"female","urban","no","no","yes","I have never heard of it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,3
"67","AT",25,"female","urban","medium","no","no","I know something about it","I would probably vote for it","A basic income would not affect my work choices","14_25",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,4
"68","AT",65,"female","rural","high","yes","yes","I understand it fully","I would probably vote for it","‰Û_ do more volunteering work","40_65",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5,4
"69","AT",46,"male","rural","medium","yes","yes","I know something about it","I would vote against it","None of the above","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,3
"70","AT",17,"male","urban","low","no","no","I have heard just a little about it","I would probably vote against it","A basic income would not affect my work choices","14_25",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,1
"71","AT",21,"male","urban","medium","yes","no","I understand it fully","I would vote for it","‰Û_ work as a freelancer","14_25",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,1
"72","AT",52,"male","urban","low","yes","yes","I know something about it","I would vote for it","‰Û_ look for a different job","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"73","AT",26,"male","urban","high","yes","no","I understand it fully","I would probably vote for it","‰Û_ do more volunteering work","26_39",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2
"74","AT",14,"male","urban","low","no","no","I have never heard of it","I would not vote","None of the above","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"75","AT",20,"female","urban","medium","no","no","I have heard just a little about it","I would probably vote for it","A basic income would not affect my work choices","14_25",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
"76","AT",27,"male","urban","no","yes","yes","I know something about it","I would probably vote for it","None of the above","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0,5
"77","AT",50,"male","urban","medium","yes","yes","I have heard just a little about it","I would probably vote against it","‰Û_ work less","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,3
"78","AT",20,"male","urban",NA,"no","no","I understand it fully","I would vote for it","‰Û_ look for a different job","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"79","AT",34,"female","urban","low","yes","yes","I have never heard of it","I would not vote","None of the above","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"80","AT",19,"female","urban","high","no","no","I have heard just a little about it","I would probably vote against it","‰Û_ do more volunteering work","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,3
"81","AT",18,"female","rural","high","no","no","I have heard just a little about it","I would probably vote against it","‰Û_ look for a different job","14_25",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1
"82","AT",38,"female","rural","low","no","yes","I have heard just a little about it","I would probably vote against it","A basic income would not affect my work choices","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3
"83","AT",28,"female","urban","medium","yes","yes","I know something about it","I would probably vote for it","‰Û_ spend more time with my family","26_39",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2
"84","AT",26,"female","urban","high","no","no","I have heard just a little about it","I would probably vote for it","‰Û_ spend more time with my family","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3
"85","AT",46,"male","rural","low","yes","yes","I know something about it","I would probably vote for it","A basic income would not affect my work choices","40_65",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,3
"86","AT",41,"male","urban","low","yes","no","I know something about it","I would probably vote against it","‰Û_ spend more time with my family","40_65",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1
"87","AT",43,"male","rural","no","yes","yes","I know something about it","I would vote for it","‰Û_ gain additional skills","40_65",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,3
"88","AT",26,"female","rural","low","no","yes","I understand it fully","I would vote for it","‰Û_ look for a different job","26_39",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1
"89","AT",29,"female","urban","high","yes","yes","I understand it fully","I would not vote","‰Û_ gain additional skills","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1
"90","AT",17,"male","rural","low","no","no","I understand it fully","I would vote for it","A basic income would not affect my work choices","14_25",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,4
"91","AT",23,"female","urban","medium","no","yes","I have never heard of it","I would vote for it","A basic income would not affect my work choices","14_25",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3,4
"92","AT",36,"female","rural","medium","yes","yes","I have heard just a little about it","I would probably vote for it","A basic income would not affect my work choices","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,3
"93","AT",34,"female","urban","low","yes","yes","I know something about it","I would vote for it","‰Û_ gain additional skills","26_39",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,1
"94","AT",27,"male","rural","high","yes","no","I know something about it","I would vote against it","A basic income would not affect my work choices","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,3
"95","AT",15,"male","rural","low","yes","no","I know something about it","I would probably vote against it","‰Û_ gain additional skills","14_25",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,1
"96","AT",14,"male","urban",NA,"no","no","I have never heard of it","I would not vote","None of the above","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"97","AT",21,"male","urban","medium","yes","no","I know something about it","I would vote for it","‰Û_ gain additional skills","14_25",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0
"98","AT",24,"female","urban","medium","yes","no","I have heard just a little about it","I would probably vote against it","‰Û_ work less","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2
"99","AT",23,"female","urban","medium","yes","no","I have never heard of it","I would vote for it","A basic income would not affect my work choices","14_25",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,3
"100","AT",14,"female","rural","low","no","no","I have heard just a little about it","I would vote for it","‰Û_ gain additional skills","14_25",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,2
"101","AT",30,"female","rural","medium","no","no","I know something about it","I would not vote","None of the above","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0
"102","AT",47,"male","rural","medium","yes","yes","I understand it fully","I would probably vote for it","‰Û_ work less","40_65",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,3
"103","AT",46,"male","rural","low","yes","yes","I understand it fully","I would vote for it","A basic income would not affect my work choices","40_65",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,3
"104","AT",30,"female","urban",NA,"no","yes","I know something about it","I would not vote","‰Û_ spend more time with my family","26_39",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1
"105","AT",39,"male","rural","low","yes","yes","I know something about it","I would vote against it","None of the above","26_39",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,3
"106","AT",24,"male","urban","high","yes","no","I have heard just a little about it","I would probably vote for it","‰Û_ work as a freelancer","14_25",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,3
"107","AT",52,"male","rural","low","no","yes","I have heard just a little about it","I would probably vote against it","None of the above","40_65",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3
"108","AT",21,"female","rural","low","no","no","I have heard just a little about it","I would probably vote for it","‰Û_ gain additional skills","14_25",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,2
"109","AT",35,"male","rural","medium","no","yes","I have heard just a little about it","I would vote for it","‰Û_ gain additional skills","26_39",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,3
